Model;Manuf;Model Details;Year;Month;Motor Type_0;Motor Type_1;Transmission;Color;Body Type;Price;Mileage
Nissan Qashqai;Nissan;Qashqai;2007;;2;Benzīns;Automāts;Pelēka;Apvidus;6190;
Nissan Qashqai;Nissan;Qashqai;2012;Jūlijs;1,6;Benzīns;Manuāla 6 ātrumi;Tumši;Apvidus;6190;
Hyundai Santa FE;Hyundai;Santa FE;2009;Jūnijs;2,2;Dīzelis;Manuāla 5 ātrumi;Melnametālika;Apvidus;6150;260247
Nissan Juke;Nissan;Juke;2013;Novembris;1,5;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Apvidus;6100;199000
Hyundai i20;Hyundai;i20;2017;Oktobris;1;Benzīns;Manuāla 5 ātrumi;Balta;Hečbeks;6100;155800
Kia Ceed;Kia;Ceed;2015;Oktobris;1,4;Dīzelis;Manuāla 6 ātrumi;Sarkana;Hečbeks;6100;197914
Hyundai i30;Hyundai;i30;2016;Augusts;1,4;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Hečbeks;6090;268000
Citroen C-Crosser;Citroen;C-Crosser;2010;;2,2;Dīzelis;Automāts;Sudraba;Apvidus;6050;
Nissan Pathfinder;Nissan;Pathfinder;2007;;2,5;Dīzelis;Automāts;Pelēkametālika;Apvidus;6000;198000
Toyota Avensis;Toyota;Avensis;2010;Maijs;2;Dīzelis;Manuāla;Sudraba;Universāls;6000;260175
Toyota Avensis;Toyota;Avensis;2013;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Universāls;6000;269000
Toyota Verso;Toyota;Verso;2011;Maijs;2;Dīzelis;Manuāla 6 ātrumi;Gaiši;Minivens;6000;192800
Toyota RAV 4;Toyota;RAV 4;2010;Janvāris;2,2;Dīzelis;Manuāla 6 ātrumi;Pelēka;Apvidus;6000;318235
Toyota Land Cruiser;Toyota;Land Cruiser;2003;Novembris;3;Dīzelis;Manuāla 5 ātrumi;Zaļa;Apvidus;6000;431000
Toyota Land Cruiser;Toyota;Land Cruiser;2003;;3;Dīzelis;Manuāla 5 ātrumi;Sudraba;Apvidus;6000;400000
Hyundai ix35;Hyundai;ix35;2012;;2;Dīzelis;Automāts 6 ātrumi;Brūna;Apvidus;6000;376275
Hyundai ix35;Hyundai;ix35;2010;Maijs;1,9;Dīzelis;Automāts;Melna;Apvidus;6000;238238
Citroen Berlingo;Citroen;Berlingo;2017;Jūnijs;1,6;Dīzelis;Manuāla;Balta;Minivens;6000;197778
Citroen C5;Citroen;C5;2012;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;6000;250000
Citroen DS;Citroen;DS;2013;Septembris;2;Dīzelis;Automāts 6 ātrumi;NA;Hečbeks;6000;220000
Citroen C3;Citroen;C3;2014;;1,2;Benzīns;Manuāla 5 ātrumi;Balta;Hečbeks;6000;96081
Hyundai i40;Hyundai;i40;2013;Februāris;1,7;Dīzelis;Automāts 7 ātrumi;Sudraba;Universāls;6000;254440
Hyundai i40;Hyundai;i40;2012;Oktobris;1,7;Dīzelis;Manuāla 6 ātrumi;Pelēka;Sedans;6000;213532
Kia Ceed;Kia;Ceed;2015;Aprīlis;1,6;Dīzelis;Manuāla;Brūna;Universāls;6000;262000
Kia Ceed;Kia;Ceed;2015;;1,6;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Universāls;6000;281000
Porsche Cayenne;Porsche;Cayenne;2004;Decembris;4,5;Benzīns;Automāts 6 ātrumi;Melnametālika;Apvidus;6000;
Hyundai ix55;Hyundai;ix55;2009;Decembris;3;Dīzelis;Automāts 6 ātrumi;Pelēkametālika;Apvidus;5999;318000
Hyundai i20;Hyundai;i20;2013;Augusts;1,4;Benzīns;Automāts;NA;Hečbeks;5995;102750
Toyota Urban Cruiser;Toyota;Urban Cruiser;2012;;1,4;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;5995;177097
Hyundai Santa FE;Hyundai;Santa FE;2010;Marts;2,2;Dīzelis;Manuāla;Melnametālika;Apvidus;5990;216125
Nissan Qashqai;Nissan;Qashqai;2012;Janvāris;1,6;Dīzelis;Manuāla 6 ātrumi;Violetametālika;Apvidus;5990;247616
Citroen Jumpy;Citroen;Jumpy;2016;Septembris;2;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;5990;172000
Hyundai i30;Hyundai;i30;2014;Septembris;1,4;Dīzelis;Manuāla;Zilametālika;Hečbeks;5990;126000
Kia Soul;Kia;Soul;2010;;1,6;Dīzelis;Automāts;Melna;Minivens;5990;188571
Toyota Verso;Toyota;Verso;2013;Oktobris;2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Minivens;5990;
Hyundai i40;Hyundai;i40;2014;Februāris;1,7;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Universāls;5990;
Citroen C4;Citroen;C4;2011;;1,6;Dīzelis;Automāts;Pelēka;Hečbeks;5990;
Hyundai i40;Hyundai;i40;2012;Marts;2;Benzīns;Manuāla 6 ātrumi;Balta;Universāls;5990;
Nissan Pulsar;Nissan;Pulsar;2016;Augusts;1,5;Dīzelis;Manuāla;Brūnametālika;Hečbeks;5990;180000
Toyota Verso;Toyota;Verso;2010;Februāris;2;Dīzelis;Manuāla 6 ātrumi;Violetametālika;Minivens;5990;206101
Toyota Avensis;Toyota;Avensis;2010;Maijs;2,2;Dīzelis;Automāts 6 ātrumi;Melna;Universāls;5990;245900
Citroen C4 Picasso;Citroen;C4 Picasso;2014;Novembris;1,6;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Minivens;5960;246721
Hyundai Santa FE;Hyundai;Santa FE;2009;Jūnijs;2,2;Dīzelis;Automāts;Melna;Apvidus;5959;243612
Citroen Jumper;Citroen;Jumper;2012;;2,2;Dīzelis;Manuāla 6 ātrumi;Balta;Mikroautobuss;5950;320443
Toyota Avensis;Toyota;Avensis;2012;Marts;2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Universāls;5950;210152
Toyota Verso;Toyota;Verso;2014;Jūlijs;2;Dīzelis;Manuāla 6 ātrumi;Balta;Minivens;5950;234000
Toyota Verso;Toyota;Verso;2010;Aprīlis;2,2;Dīzelis;Manuāla 6 ātrumi;Tumši;Minivens;5950;250100
Toyota RAV 4;Toyota;RAV 4;2008;Augusts;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;5950;315000
Nissan Qashqai;Nissan;Qashqai;2011;Februāris;2;Dīzelis;Automāts;Pelēkametālika;Apvidus;5950;350000
Nissan Juke;Nissan;Juke;2012;Februāris;1,5;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;5950;198000
Citroen C4 Picasso;Citroen;C4 Picasso;2013;Jūnijs;1,6;Dīzelis;Manuāla 6 ātrumi;Sarkanametālika;Minivens;5950;275559
Citroen Berlingo;Citroen;Berlingo;2010;Augusts;1,6;Dīzelis;Manuāla;Sudraba;Minivens;5950;184444
Citroen C4 Picasso;Citroen;C4 Picasso;2014;;1,6;Dīzelis;Manuāla;Baltametālika;Hečbeks;5950;205300
Citroen Berlingo;Citroen;Berlingo;2013;Marts;1,6;Benzīns;Manuāla 5 ātrumi;Balta;Pikaps;5950;169700
Nissan Leaf;Nissan;Leaf;2013;Aprīlis;;;Automāts;Melnametālika;Hečbeks;5950;148000
Nissan Pathfinder;Nissan;Pathfinder;2008;Septembris;2,5;Dīzelis;Automāts;Zaļametālika;Apvidus;5950;
Toyota Auris;Toyota;Auris;2013;;1,4;Dīzelis;Manuāla;Sudrabametālika;Hečbeks;5950;
Toyota Avensis;Toyota;Avensis;2010;Maijs;2;Benzīns;Manuāla 6 ātrumi;Melnametālika;Universāls;5950;
Nissan Leaf;Nissan;Leaf;2012;Maijs;;;Automāts;Zilametālika;Hečbeks;5900;140330
Toyota Avensis;Toyota;Avensis;2012;Februāris;2;Benzīns;Automāts;Pelēka;Sedans;5900;175643
Toyota Verso;Toyota;Verso;2012;Marts;2;Dīzelis;Manuāla 5 ātrumi;Melna;Hečbeks;5900;182000
Toyota Urban Cruiser;Toyota;Urban Cruiser;2012;Marts;1,4;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;5900;227000
Suzuki Jimny;Suzuki;Jimny;2006;;1,5;Dīzelis;Manuāla 5 ātrumi;Zaļametālika;Apvidus;5900;231333
Kia Soul;Kia;Soul;2009;;1,6;Dīzelis;Automāts;Brūnametālika;Apvidus;5900;221000
Nissan Qashqai;Nissan;Qashqai;2008;Marts;2;Dīzelis;Automāts 6 ātrumi;Balta;Apvidus;5900;221000
Nissan Qashqai;Nissan;Qashqai;2010;Decembris;1,5;Dīzelis;Manuāla 6 ātrumi;Zilametālika;Apvidus;5900;245000
Nissan Qashqai;Nissan;Qashqai;2010;;2;Dīzelis;Automāts;Melnametālika;Apvidus;5900;267000
Citroen Berlingo;Citroen;Berlingo;2013;Jūnijs;1,6;Dīzelis;Manuāla 6 ātrumi;Sarkana;Minivens;5900;168000
Citroen C4 Picasso;Citroen;C4 Picasso;2014;Februāris;1,6;Dīzelis;Automāts;NA;Minivens;5900;343372
Toyota Auris;Toyota;Auris;2013;Aprīlis;1,8;Hybrid;Automāts;Balta;Hečbeks;5900;219672
Kia Soul;Kia;Soul;2009;;1,6;Dīzelis;Automāts;Melnametālika;Sedans;5900;265060
Toyota Verso;Toyota;Verso;2010;;2;Dīzelis;Manuāla;Sudrabametālika;Minivens;5900;
Toyota Avensis;Toyota;Avensis;2011;Maijs;2;Benzīns/Gāze;Automāts;Zaļametālika;Universāls;5890;308000
Toyota Verso;Toyota;Verso;2011;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Minivens;5890;198230
Citroen C-Crosser;Citroen;C-Crosser;2008;Oktobris;2,2;Dīzelis;Manuāla 6 ātrumi;Zaļametālika;Apvidus;5890;220000
Toyota RAV 4;Toyota;RAV 4;2007;;2;Benzīns/Gāze;Automāts;Pelēkametālika;Apvidus;5880;218888
Toyota RAV 4;Toyota;RAV 4;2006;Augusts;2,2;Dīzelis;Manuāla;Sudraba;Apvidus;5850;179111
Hyundai Santa FE;Hyundai;Santa FE;2007;;2,2;Dīzelis;Automāts 5 ātrumi;Melnametālika;Apvidus;5850;285000
Citroen C5;Citroen;C5;2013;Septembris;2;Dīzelis;Manuāla;Melna;Universāls;5850;240606
Toyota Verso;Toyota;Verso;2009;Decembris;2,2;Dīzelis;Automāts 6 ātrumi;Pelēka;Minivens;5850;
Toyota Auris;Toyota;Auris;2011;Maijs;2;Dīzelis;Manuāla 6 ātrumi;Balta;Hečbeks;5800;219000
Toyota Auris;Toyota;Auris;2010;;1,8;Hybrid;Automāts;Sudraba;Hečbeks;5800;266000
Toyota RAV 4;Toyota;RAV 4;2006;Decembris;2,2;Dīzelis;Manuāla 6 ātrumi;Zilametālika;Apvidus;5800;260000
Nissan Qashqai;Nissan;Qashqai;2011;Jūlijs;1,5;Dīzelis;Manuāla 6 ātrumi;Violetametālika;Apvidus;5800;233000
Nissan Qashqai;Nissan;Qashqai;2011;;2;Dīzelis;Automāts;Melnametālika;Apvidus;5800;380000
Nissan Qashqai;Nissan;Qashqai;2011;Novembris;2;Dīzelis;Manuāla 6 ātrumi;Tumši;Apvidus;5800;257000
Nissan X-Trail;Nissan;X-Trail;2007;Oktobris;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;5800;233700
Nissan Juke;Nissan;Juke;2013;;1,6;Benzīns;Automāts;Baltametālika;Apvidus;5800;160000
Citroen Berlingo;Citroen;Berlingo;2017;Marts;1,6;Dīzelis;Manuāla 5 ātrumi;Balta;Minivens;5800;152114
Citroen C5;Citroen;C5;2013;Oktobris;2,2;Dīzelis;Automāts 6 ātrumi;Sudrabametālika;Universāls;5800;311644
Hyundai i20;Hyundai;i20;2016;Oktobris;1,2;Benzīns;Manuāla 5 ātrumi;Sudrabametālika;Hečbeks;5800;179000
Nissan Pathfinder;Nissan;Pathfinder;2007;;2,5;Dīzelis;Manuāla 6 ātrumi;Zaļametālika;Apvidus;5800;
Suzuki SX4;Suzuki;SX4;2011;Oktobris;2;Dīzelis;Manuāla 6 ātrumi;Oranža;Hečbeks;5800;
Kia Sportage;Kia;Sportage;2010;;2;Dīzelis;Manuāla 6 ātrumi;Brūna;Apvidus;5790;222119
Hyundai i20;Hyundai;i20;2017;;1,1;Dīzelis;Manuāla 6 ātrumi;Sudraba;Hečbeks;5790;196961
Hyundai i20;Hyundai;i20;2017;;1,1;Dīzelis;Manuāla 6 ātrumi;Sudraba;Hečbeks;5790;206151
Kia Carens;Kia;Carens;2013;Novembris;1,7;Dīzelis;Manuāla 6 ātrumi;Brūnametālika;Minivens;5790;250000
Toyota Corolla;Toyota;Corolla;2013;Maijs;1,6;Benzīns;Manuāla 6 ātrumi;Melnametālika;Sedans;5790;143000
Citroen C4;Citroen;C4;2015;;1,6;Dīzelis;Manuāla;Balta;Hečbeks;5790;
Citroen DS;Citroen;DS;2012;;1,6;Dīzelis;Manuāla 6 ātrumi;Melna;Hečbeks;5750;
Toyota Avensis;Toyota;Avensis;2011;;2;Dīzelis;Manuāla 6 ātrumi;Sarkana;Universāls;5750;234127
Nissan Qashqai;Nissan;Qashqai;2010;;2;Benzīns/Gāze;Manuāla;Melnametālika;Apvidus;5750;198500
Nissan X-Trail;Nissan;X-Trail;2010;Janvāris;2;Dīzelis;Manuāla 6 ātrumi;Pelēka;Apvidus;5750;232000
Nissan Leaf;Nissan;Leaf;2013;Augusts;;;Automāts;Pelēka;Hečbeks;5750;246000
Toyota RAV 4;Toyota;RAV 4;2006;Oktobris;2;Benzīns;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;5700;285364
Toyota Verso;Toyota;Verso;2011;Aprīlis;2;Dīzelis;Manuāla 6 ātrumi;Gaiši;Minivens;5700;243555
Toyota Avensis;Toyota;Avensis;2012;Maijs;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Universāls;5700;238000
Toyota Auris;Toyota;Auris;2013;Decembris;1,4;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Hečbeks;5700;211635
Toyota Yaris;Toyota;Yaris;2013;;1,4;Dīzelis;Manuāla;Sudrabametālika;Hečbeks;5700;115000
Toyota Avensis;Toyota;Avensis;2011;Augusts;1,8;Benzīns;Automāts;Zilametālika;Sedans;5700;290000
Hyundai Santa FE;Hyundai;Santa FE;2009;;2,2;Dīzelis;Automāts;Sudraba;Apvidus;5700;245000
Citroen Berlingo;Citroen;Berlingo;2013;;1,6;Benzīns;Manuāla 5 ātrumi;Balta;Universāls;5700;96000
Nissan X-Trail;Nissan;X-Trail;2008;Marts;2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Apvidus;5700;
Toyota Verso;Toyota;Verso;2010;;2;Dīzelis;Manuāla;Pelēkametālika;Minivens;5700;
Nissan Qashqai;Nissan;Qashqai;2009;;2;Dīzelis;Automāts;Pelēka;Apvidus;5690;225674
Nissan Qashqai;Nissan;Qashqai;2010;Maijs;2;Dīzelis;Manuāla 6 ātrumi;Tumši;Apvidus;5690;232000
Nissan Navara;Nissan;Navara;2007;;2,5;Dīzelis;Manuāla;Balta;Apvidus;5690;278515
Nissan Qashqai;Nissan;Qashqai;2009;Jūlijs;2;Dīzelis;Automāts;Melnametālika;Apvidus;5650;210000
Kia Sorento;Kia;Sorento;2007;;2,5;Dīzelis;Automāts;Melna;Apvidus;5650;
Toyota Avensis;Toyota;Avensis;2011;Marts;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Universāls;5650;266000
Citroen C5;Citroen;C5;2012;;2;Dīzelis;Manuāla;Zila;Universāls;5650;
Kia Ceed;Kia;Ceed;2014;Jūnijs;1,4;Dīzelis;Manuāla 6 ātrumi;Brūnametālika;Hečbeks;5600;120743
Nissan Pulsar;Nissan;Pulsar;2015;Novembris;1,2;Benzīns;Manuāla 6 ātrumi;Pelēka;Hečbeks;5600;109400
Toyota Yaris;Toyota;Yaris;2013;Decembris;1,4;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Hečbeks;5600;
Nissan Qashqai;Nissan;Qashqai;2008;;2;Dīzelis;Automāts;Pelēka;Apvidus;5600;
Toyota Verso;Toyota;Verso;2011;;2;Dīzelis;Manuāla 6 ātrumi;Melna;Minivens;5600;269000
Nissan Qashqai;Nissan;Qashqai;2011;;1,5;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;5600;289000
Nissan Juke;Nissan;Juke;2011;Jūnijs;1,5;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;5600;288562
Hyundai Santa FE;Hyundai;Santa FE;2008;Janvāris;2,2;Dīzelis;Automāts 6 ātrumi;Melnametālika;Apvidus;5599;
Nissan X-Trail;Nissan;X-Trail;2009;Oktobris;2;Benzīns/Gāze;Automāts 6 ātrumi;Melna;Apvidus;5599;
Nissan Juke;Nissan;Juke;2011;;1,5;Dīzelis;Manuāla 6 ātrumi;Balta;Hečbeks;5590;
Toyota Avensis;Toyota;Avensis;2010;;2;Benzīns;Automāts;Zila;Universāls;5550;198000
Toyota Auris;Toyota;Auris;2012;Maijs;1,4;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;5550;199099
Citroen Berlingo;Citroen;Berlingo;2010;Decembris;1,6;Dīzelis;Manuāla;Sudraba;Minivens;5550;211588
Toyota Avensis;Toyota;Avensis;2011;;1,8;Benzīns;Automāts;Sudraba;Universāls;5500;214000
Toyota Auris;Toyota;Auris;2011;Maijs;1,8;Hybrid;Automāts;Melnametālika;Hečbeks;5500;288000
Toyota RAV 4;Toyota;RAV 4;2010;Decembris;2,2;Dīzelis;Automāts;Brūnametālika;Apvidus;5500;
Toyota Auris;Toyota;Auris;2012;Decembris;1,6;Benzīns;Manuāla 6 ātrumi;Pelēka;Hečbeks;5500;153000
Toyota Corolla;Toyota;Corolla;2011;Janvāris;1,6;Benzīns;Manuāla 6 ātrumi;Pelēka;Sedans;5500;230324
Nissan Qashqai;Nissan;Qashqai;2009;Decembris;2;Dīzelis;Manuāla 6 ātrumi;Pelēka;Apvidus;5500;357330
Nissan Juke;Nissan;Juke;2010;Decembris;1,6;Benzīns;Manuāla;Sudrabametālika;Apvidus;5500;176000
Nissan Terrano II;Nissan;Terrano II;2000;Maijs;2,7;Dīzelis;Manuāla 6 ātrumi;Zaļa;Apvidus;5500;178000
Citroen Berlingo;Citroen;Berlingo;2011;Jūnijs;1,6;Dīzelis;Manuāla;Pelēka;Minivens;5500;282100
Citroen Berlingo;Citroen;Berlingo;2016;Jūlijs;1,6;Dīzelis;Manuāla 5 ātrumi;Balta;Minivens;5500;167900
Toyota RAV 4;Toyota;RAV 4;2008;Oktobris;2,2;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Apvidus;5500;183000
Citroen Jumper;Citroen;Jumper;2010;;2,2;Dīzelis;Manuāla;Sarkana;Mikroautobuss;5500;152000
Kia Ceed;Kia;Ceed;2016;Septembris;1,4;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Hečbeks;5500;192868
Nissan Navara;Nissan;Navara;2004;Oktobris;2,5;Dīzelis;Manuāla;Pelēka;Pikaps;5500;320213
Nissan Cube;Nissan;Cube;2010;;1,6;Benzīns;Manuāla;Balta;-;5500;267000
Porsche Cayenne;Porsche;Cayenne;2006;;3,2;Benzīns/Gāze;Automāts;Melna;Apvidus;5500;295646
Nissan Qashqai;Nissan;Qashqai;2010;;1,6;Dīzelis;Manuāla;Pelēka;Apvidus;5500;
Toyota Verso;Toyota;Verso;2012;Janvāris;2,2;Dīzelis;Automāts 7 ātrumi;Sudraba;Minivens;5500;257000
Nissan Navara;Nissan;Navara;2007;;2,5;Dīzelis;Automāts;Melna;Apvidus;5500;
Nissan Pathfinder;Nissan;Pathfinder;2005;;2,5;Dīzelis;Manuāla 6 ātrumi;Sudrabametālika;Apvidus;5500;
Hyundai Santa FE;Hyundai;Santa FE;2009;Augusts;2,2;Dīzelis;Manuāla;Melnametālika;Apvidus;5500;
Hyundai Santa FE;Hyundai;Santa FE;2006;;2,2;Dīzelis;Manuāla;Balta;Apvidus;5500;
Toyota Verso;Toyota;Verso;2013;Novembris;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Minivens;5500;
Nissan Juke;Nissan;Juke;2010;;1,5;Dīzelis;Manuāla;Sarkana;Hečbeks;5500;
Hyundai ix20;Hyundai;ix20;2012;;1,6;Dīzelis;Manuāla;Pelēkametālika;Minivens;5500;
Citroen DS;Citroen;DS;2014;Februāris;1,6;Dīzelis;Manuāla 6 ātrumi;Melna;Hečbeks;5500;
Citroen Jumpy;Citroen;Jumpy;2016;Maijs;2;Dīzelis;Manuāla;Sudraba;Mikroautobuss;5500;
Nissan Pulsar;Nissan;Pulsar;2015;;1,2;Benzīns;Manuāla;Pelēka;Hečbeks;5500;
Nissan Qashqai;Nissan;Qashqai;2007;Maijs;2;Benzīns/Gāze;Automāts;Melnametālika;Apvidus;5500;
Citroen C4 Picasso;Citroen;C4 Picasso;2012;Marts;1,6;Dīzelis;Automāts 6 ātrumi;Brūna;Minivens;5499;178677
Hyundai Santa FE;Hyundai;Santa FE;2006;;2,2;Dīzelis;Automāts;Melnametālika;Apvidus;5495;
Hyundai Santa FE;Hyundai;Santa FE;2011;Aprīlis;2,2;Dīzelis;Automāts;Brūnametālika;Apvidus;5495;
Toyota Verso;Toyota;Verso;2009;Augusts;2,2;Dīzelis;Automāts;Pelēka;Universāls;5495;
Nissan Primastar;Nissan;Primastar;2005;Janvāris;2,5;Dīzelis;Manuāla;Pelēka;Minivens;5495;370271
Nissan Qashqai;Nissan;Qashqai;2009;Marts;1,5;Dīzelis;Manuāla;Melna;Apvidus;5495;
Hyundai Santa FE;Hyundai;Santa FE;2008;Janvāris;2,2;Dīzelis;Automāts;Melnametālika;Apvidus;5490;
Citroen Jumper;Citroen;Jumper;2010;;2,2;Dīzelis;Manuāla;Balta;-;5490;
Toyota Corolla;Toyota;Corolla;2012;Maijs;1,4;Dīzelis;Manuāla 6 ātrumi;Sudraba;Sedans;5490;224375
Toyota Avensis;Toyota;Avensis;2012;Februāris;1,8;Benzīns;Automāts;Sudrabametālika;Universāls;5490;231900
Toyota Auris;Toyota;Auris;2011;Janvāris;1,6;Benzīns;Automāts 6 ātrumi;Sarkanametālika;Hečbeks;5490;226785
Nissan Note;Nissan;Note;2013;Novembris;1,5;Dīzelis;Manuāla;Balta;Hečbeks;5490;171000
Kia Sorento;Kia;Sorento;2009;Jūlijs;2,5;Dīzelis;Automāts;Sudrabametālika;Apvidus;5490;
Toyota Auris;Toyota;Auris;2012;Oktobris;2;Dīzelis;Manuāla 6 ātrumi;Zilametālika;Hečbeks;5450;197455
Toyota Avensis;Toyota;Avensis;2009;Novembris;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Universāls;5450;288000
Toyota Avensis;Toyota;Avensis;2011;Maijs;2;Benzīns;Automāts 6 ātrumi;Balta;Sedans;5450;205000
Hyundai i40;Hyundai;i40;2014;Oktobris;1,7;Dīzelis;Manuāla 6 ātrumi;Balta;Universāls;5450;258800
Nissan Leaf;Nissan;Leaf;2011;Septembris;;;Automāts;Gaiši;Hečbeks;5450;
Nissan Micra;Nissan;Micra;2013;;1,2;Benzīns;Manuāla 5 ātrumi;Zilametālika;Hečbeks;5400;72000
Toyota Auris;Toyota;Auris;2011;Decembris;1,8;Hybrid;Automāts;Melna;Hečbeks;5400;280000
Toyota RAV 4;Toyota;RAV 4;2007;Aprīlis;2,2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Apvidus;5400;215000
Toyota RAV 4;Toyota;RAV 4;2008;;2;Benzīns;Manuāla 5 ātrumi;Melna;Apvidus;5400;221000
Hyundai Santa FE;Hyundai;Santa FE;2009;Maijs;2,2;Dīzelis;Automāts 6 ātrumi;Pelēkametālika;Apvidus;5400;260450
Toyota Prius;Toyota;Prius;2009;;1,8;Hybrid;Automāts;Sarkana;Hečbeks;5400;258000
Nissan Qashqai;Nissan;Qashqai;2007;;2;Benzīns;Automāts;Zila;Apvidus;5390;328404
Toyota Auris;Toyota;Auris;2011;;1,8;Hybrid;Automāts;Melna;Hečbeks;5350;318000
Toyota RAV 4;Toyota;RAV 4;2008;Aprīlis;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;5350;197000
Kia Sportage;Kia;Sportage;2006;;2;Dīzelis;Manuāla 6 ātrumi;Melna;Apvidus;5350;
Toyota Verso;Toyota;Verso;2009;Septembris;2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Minivens;5300;301000
Toyota RAV 4;Toyota;RAV 4;2007;Februāris;2;Benzīns/Gāze;Automāts;Melnametālika;Apvidus;5300;260500
Toyota Avensis;Toyota;Avensis;2011;Oktobris;2,2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Universāls;5300;274000
Nissan X-Trail;Nissan;X-Trail;2007;Novembris;2;Dīzelis;Automāts;Pelēkametālika;Apvidus;5300;388875
Citroen Jumpy;Citroen;Jumpy;2008;;2;Dīzelis;Manuāla;Balta;Mikroautobuss;5300;293000
Hyundai i20;Hyundai;i20;2013;Jūlijs;1,1;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Hečbeks;5300;197000
Nissan X-Trail;Nissan;X-Trail;2008;Novembris;2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;5300;
Citroen Berlingo;Citroen;Berlingo;2009;Decembris;1,6;Dīzelis;Manuāla 5 ātrumi;Melna;Minivens;5300;
Toyota Verso;Toyota;Verso;2012;Jūlijs;2;Dīzelis;Manuāla 6 ātrumi;Pelēkametālika;Universāls;5299;282000
Nissan Qashqai;Nissan;Qashqai;2010;Jūlijs;1,6;Benzīns;Manuāla 5 ātrumi;Pelēkametālika;Apvidus;5299;183000
Citroen Berlingo;Citroen;Berlingo;2014;Jūlijs;1,6;Dīzelis;Manuāla;Pelēkametālika;-;5290;160000
Hyundai Tucson;Hyundai;Tucson;2007;Augusts;2;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Apvidus;5290;
Hyundai Santa FE;Hyundai;Santa FE;2007;Jūnijs;2,2;Dīzelis;Manuāla;Melna;Apvidus;5290;284000
Nissan Qashqai;Nissan;Qashqai;2011;;1,5;Dīzelis;Manuāla 6 ātrumi;Sarkanametālika;Apvidus;5250;
Nissan Qashqai;Nissan;Qashqai;2008;;2;Dīzelis;Automāts;Melnametālika;Apvidus;5250;229800
Hyundai Santa FE;Hyundai;Santa FE;2008;Novembris;2,2;Dīzelis;Automāts 6 ātrumi;Dzeltenametālika;Apvidus;5250;292000
Nissan Note;Nissan;Note;2014;;1,5;Dīzelis;Manuāla 5 ātrumi;Pelēkametālika;Hečbeks;5250;224511
Nissan Primastar;Nissan;Primastar;2007;Maijs;2;Dīzelis;Manuāla 6 ātrumi;Melna;Mikroautobuss;5200;349180
Toyota Yaris;Toyota;Yaris;2013;;1,4;Dīzelis;Manuāla 6 ātrumi;Melnametālika;Hečbeks;5200;
Toyota Verso;Toyota;Verso;2009;;2;Dīzelis;Manuāla 6 ātrumi;Sudraba;Minivens;5200;
Suzuki Jimny;Suzuki;Jimny;2007;;1,3;Benzīns;Manuāla 5 ātrumi;Oranža;Apvidus;5200;215000
Toyota RAV 4;Toyota;RAV 4;2007;Janvāris;2;Benzīns;Automāts;NA;Apvidus;5200;207649
Toyota Land Cruiser;Toyota;Land Cruiser;2004;;3;Dīzelis;Automāts;Sudraba;Apvidus;5200;349600
Toyota Avensis;Toyota;Avensis;2013;Marts;1,8;Benzīns;Manuāla 6 ātrumi;Sudrabametālika;Hečbeks;5200;214600
